Date,Open,High,Low,Close/Last,Volume
03-06-2018,$22.25,$22.4247,$21.802,$21.88,63547213
04-06-2018,$20.0667,$20.6187,$19.70,$19.9533,202747849
06-06-2018,$20.0333,$21.478,$19.832,$21.30,281135859
07-06-2018,$20.3303,$20.8047,$20.1333,$20.5933,132902904
08-06-2018,$23.0307,$23.6653,$22.788,$22.7993,128051426
09-06-2018,$18.9867,$19.4113,$18.592,$18.73,112091284
11-06-2018,$22.6047,$23.2533,$22.406,$22.7373,101278899
12-06-2018,$23.734,$24.492,$23.384,$24.204,117430276
02-07-2018,$22.5993,$23.0667,$22.3773,$23.00,100945180
03-07-2018,$21.696,$22.1667,$21.4493,$22.1533,75029062
05-07-2018,$19.8333,$20.3973,$19.678,$20.1847,130096285
06-07-2018,$21.0767,$22.00,$20.9053,$21.0727,215041542
08-07-2018,$22.9227,$25.8307,$22.61,$25.3047,458945771
09-07-2018,$17.34,$17.89,$16.817,$17.5493,336634482
11-07-2018,$22.8893,$23.412,$22.72,$23.2107,110500535
12-07-2018,$24.60,$25.2993,$23.8433,$23.8643,172265164
01-08-2018,$21.0667,$22.468,$21.0333,$22.4273,147489076
02-08-2018,$22.8873,$23.2413,$20.9733,$21.0153,154446223
03-08-2018,$22.1907,$22.22,$21.7516,$21.94,52715479
05-08-2018,$20.053,$20.5167,$19.9333,$20.1313,88911661
06-08-2018,$21.2667,$21.632,$21.1433,$21.1773,122882564
08-08-2018,$24.606,$25.5093,$24.4747,$24.6893,368031116
10-08-2018,$17.6347,$17.8507,$16.60,$16.704,200567600
11-08-2018,$23.2333,$23.8384,$23.2293,$23.4267,106202992
01-09-2018,$22.344,$22.5867,$21.827,$22.246,107017821
02-09-2018,$21.3287,$21.399,$19.6507,$20.6947,193866353
03-09-2018,$21.6067,$21.8993,$21.4913,$21.8113,82541644
04-09-2018,$20.0247,$20.6333,$19.2807,$19.3107,153621073
05-09-2018,$20.0273,$20.4673,$20.0033,$20.4567,85683782
07-09-2018,$20.7993,$21.2347,$20.5333,$21.234,113693058
08-09-2018,$24.37,$24.4673,$23.0487,$23.4967,254276873
10-09-2018,$17.0167,$17.7847,$16.8867,$17.52,180566610
11-09-2018,$23.2667,$23.60,$23.0153,$23.3673,76401802
01-10-2018,$22.1467,$22.4667,$22.00,$22.32,64545763
04-10-2018,$19.9313,$20.4733,$19.5787,$20.3133,165255067
05-10-2018,$20.50,$20.866,$20.2741,$20.3347,84641523
07-10-2018,$21.6373,$21.8452,$21.28,$21.498,141563284
08-10-2018,$23.60,$24.00,$23.0667,$23.6993,172957564
09-10-2018,$18.2173,$19.0687,$18.0667,$19.0333,213483643
10-10-2018,$17.6407,$17.7007,$16.518,$17.1253,191723304
12-10-2018,$24.00,$24.3987,$23.5413,$24.3433,98630066
01-11-2018,$22.3493,$22.9873,$22.2173,$22.53,99612895
04-11-2018,$20.0493,$20.5987,$19.9773,$20.062,112053004
05-11-2018,$20.5133,$20.592,$19.9387,$20.0707,69979780
06-11-2018,$21.5007,$22.3107,$21.50,$22.14,197490651
07-11-2018,$21.0533,$21.4627,$21.0047,$21.264,73178888
09-11-2018,$18.6313,$18.80,$18.2367,$18.6293,137415846
10-11-2018,$17.1687,$17.4833,$16.602,$16.8153,121922699
12-11-2018,$24.6607,$24.8113,$24.0153,$24.4507,94477033
01-12-2018,$22.5753,$22.694,$22.2447,$22.4147,72337599
02-12-2018,$21.0753,$21.2053,$20.4167,$21.0487,93367138
03-12-2018,$21.9073,$23.1473,$21.7667,$23.034,123793723
04-12-2018,$20.1547,$20.2633,$19.5787,$19.6053,113932818
06-12-2018,$22.98,$23.6647,$22.5333,$22.8513,333846283
07-12-2018,$21.4287,$21.5487,$20.8513,$21.114,85677722
09-12-2018,$18.7627,$19.50,$18.5764,$19.3693,150032175
10-12-2018,$17.40,$17.466,$16.8007,$17.252,107838801
11-12-2018,$23.2247,$23.3187,$22.0227,$22.0853,103754423
12-12-2018,$24.628,$24.794,$24.344,$24.44,75295837
02-01-2019,$20.3613,$21.0733,$20.2333,$20.814,108954216
03-01-2019,$20.4627,$20.4753,$19.46,$19.6527,342731079
04-01-2019,$18.8413,$19.28,$18.7521,$19.2787,121396949
05-01-2019,$15.9233,$16.00,$15.4333,$15.6007,160565170
07-01-2019,$15.3473,$15.54,$15.0853,$15.1447,123569398
08-01-2019,$16.1767,$16.3007,$15.4513,$15.59,123892678
10-01-2019,$16.10,$16.3967,$15.942,$16.3127,92944304
11-01-2019,$21.088,$21.0987,$20.6533,$20.8873,95758887
01-02-2019,$20.4067,$21.0087,$19.92,$20.6747,174168963
04-02-2019,$19.22,$19.296,$18.9253,$19.0587,81407719
05-02-2019,$16.368,$16.4753,$15.848,$16.2733,272389964
07-02-2019,$15.2593,$15.2767,$14.8147,$14.97,138885336
08-02-2019,$15.4233,$15.7513,$15.282,$15.6227,92047169
10-02-2019,$16.2193,$16.31,$15.962,$16.2087,93848173
12-02-2019,$21.96,$22.4255,$21.9125,$22.3247,91229744
01-03-2019,$20.4667,$20.6267,$19.8253,$20.024,104228603
04-03-2019,$19.1547,$19.7447,$19.1447,$19.454,118749691
05-03-2019,$16.2573,$17.1073,$16.2327,$17.002,355601372
06-03-2019,$12.3673,$12.4453,$11.7995,$11.9313,195966052
07-03-2019,$15.9593,$16.1047,$15.634,$15.66,213017143
09-03-2019,$14.9387,$15.2633,$14.8773,$15.0007,80408150
10-03-2019,$15.4573,$15.632,$14.952,$15.5353,227066286
12-03-2019,$22.1747,$22.5273,$22.1457,$22.4133,99202090
01-04-2019,$20.40,$21.20,$20.182,$21.1793,110741270
02-04-2019,$20.8653,$21.02,$20.1253,$20.8593,110161085
03-04-2019,$19.8747,$19.9333,$18.852,$19.024,256033222
04-04-2019,$17.4593,$18.08,$17.3727,$17.852,355202372
06-04-2019,$12.0733,$12.932,$11.974,$12.9067,207112696
09-04-2019,$15.126,$15.2307,$14.6137,$14.712,86530397
10-04-2019,$15.4407,$15.652,$15.2047,$15.4287,120317640
11-04-2019,$20.9867,$21.4627,$20.6173,$21.1647,131805534
12-04-2019,$22.5167,$22.524,$22.19,$22.202,83043783
02-05-2019,$20.8327,$21.496,$20.8166,$21.4233,101021034
03-05-2019,$18.80,$18.9333,$18.0067,$18.436,280946860
04-05-2019,$17.9907,$18.4067,$17.7407,$18.3307,195341002
06-05-2019,$13.2453,$13.4186,$12.7899,$13.106,202661299
07-05-2019,$15.638,$15.6967,$15.3867,$15.54,105986017
08-05-2019,$15.3067,$15.4245,$15.0517,$15.2213,105424132
09-05-2019,$14.8333,$15.32,$14.7233,$15.3053,111049774
11-05-2019,$21.308,$21.5673,$21.0745,$21.148,104151203
12-05-2019,$22.1887,$22.2949,$21.8167,$22.0247,56054612
02-06-2019,$21.306,$21.616,$21.0416,$21.148,75470482
03-06-2019,$18.432,$18.7671,$18.2927,$18.416,154790473
05-06-2019,$16.668,$17.2233,$16.5667,$17.0227,162509019
06-06-2019,$13.6293,$14.0667,$13.4533,$13.73,303632098
08-06-2019,$15.4587,$15.50,$15.05,$15.3833,83462958
09-06-2019,$15.1467,$15.3093,$15.0113,$15.1633,62840549
11-06-2019,$21.20,$21.7813,$20.9667,$21.772,119113920
12-06-2019,$22.3333,$22.5907,$22.318,$22.3927,114283998
01-07-2019,$21.448,$22.4493,$21.1834,$22.3307,113135013
02-07-2019,$20.8867,$20.98,$20.20,$20.5007,97677401
03-07-2019,$18.5893,$18.98,$18.2833,$18.4393,141160384
05-07-2019,$17.12,$17.1473,$16.34,$16.4707,151971074
06-07-2019,$13.6667,$14.0563,$13.5666,$13.6333,240052830
08-07-2019,$15.10,$15.5713,$15.0533,$15.5613,71647464
10-07-2019,$15.32,$15.904,$15.2367,$15.848,121304294
11-07-2019,$21.9427,$22.7667,$21.868,$22.3693,217010141
01-08-2019,$22.7973,$22.934,$21.8013,$22.3567,104916353
02-08-2019,$20.4553,$20.4963,$19.90,$20.3867,87526126
03-08-2019,$18.4607,$19.0393,$18.3927,$18.9427,132086514
